race,sex,marital,educ,age,expdesgn,odds1,odds2,earthsun,viruses,condrift,evolved,radioact,hotcore,boyorgrl,electron,bigbang,lasers,bibrev,evolvedrev,bigbangrev,female,married,race_black,race_other
3,2,1,12,52,0,1,0,0,0,1,1,0,1,0,0,1,0,3,0,0,1,1,0,1
1,2,1,12,58,0,0,0,1,1,1,0,1,0,1,1,0,0,3,1,1,1,1,0,0
1,2,1,15,50,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0
1,2,2,12,75,0,1,1,0,0,1,0,1,0,1,0,0,0,3,1,1,1,0,0,0
1,1,4,10,51,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
1,1,1,12,54,1,1,1,1,1,1,1,1,1,0,1,0,0,2,0,1,0,1,0,0
1,2,1,12,70,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0
1,1,3,12,35,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,2,3,13,36,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,1,3,13,53,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
1,1,3,14,31,1,1,1,0,0,1,0,1,1,0,1,0,1,3,1,1,0,0,0,0
1,2,5,12,20,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
1,2,1,12,53,0,1,1,1,1,1,0,1,1,0,0,0,1,2,1,1,1,1,0,0
1,2,2,18,73,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1,2,5,12,22,0,1,1,0,1,1,1,0,1,1,1,0,0,2,0,1,1,0,0,0
2,2,2,6,64,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,1,1,0,1,0
1,2,1,14,47,0,0,0,1,1,1,0,1,1,1,1,0,0,2,1,1,1,1,0,0
1,2,1,14,27,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,0
2,2,5,12,40,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1,0
1,1,1,18,34,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,0,0
1,2,1,13,53,0,1,1,0,0,1,1,1,1,1,1,1,0,2,0,0,1,1,0,0
1,2,3,12,60,0,0,0,1,1,1,0,1,1,1,0,0,0,2,1,1,1,0,0,0
1,1,5,17,68,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,2,1,14,31,0,1,1,1,1,1,0,1,1,1,0,0,0,3,1,1,1,1,0,0
1,2,1,18,35,0,1,1,1,1,1,0,1,1,1,1,0,0,2,1,1,1,1,0,0
1,1,1,15,45,1,1,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0
1,2,2,12,89,0,1,1,1,0,1,1,1,1,0,0,0,0,3,0,1,1,0,0,0
2,2,5,12,32,0,1,1,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,1,0
1,2,5,13,23,1,1,1,1,1,1,0,1,1,1,0,0,1,2,1,1,1,0,0,0
1,1,1,12,24,1,1,1,1,0,1,0,1,1,1,1,0,1,3,1,1,0,1,0,0
1,1,1,10,46,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
1,1,1,12,55,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,1,0,0
1,2,3,17,29,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,0,0,0
1,2,4,14,33,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0
1,1,5,12,33,0,1,0,0,1,1,1,1,1,1,1,0,0,2,0,1,0,0,0,0
1,1,1,14,67,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0
1,2,1,16,35,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
1,2,2,16,86,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0
2,1,4,14,62,0,1,1,0,0,1,1,1,1,0,0,0,0,3,0,1,0,0,1,0
1,1,5,14,25,1,1,0,1,1,1,0,1,1,1,1,0,1,2,1,1,0,0,0,0
